considered,,1,1
elegant,1,1
confusing.',1,1
tree,2,2
prison,',1,1
papers?",1,1
shower,1,1
exclaimed,5,4
fish)--and,1,1
feeling,8,5
old,,1,1
fleshly,1,1
heads.,1,0
well,,5,4
well.,3,0
dozed,2,2
peevishly.,1,0
well!,1,0
me?,2,0
Then,3,12
extraordinary-looking,1,1
"Turtle,1,1
affirmative,,1,1
eagerly,3,3
shifting,,1,1
promenader,1,1
doors,3,3
down-going,1,1
long;,1,1
seemed,,3,3
shall,18,28
doze;,1,1
object,1,1
TWO--",1,1
mouth,4,7
size,',1,1
long,,3,3
difficulties,,1,1
eftersom,2,2
doze.,1,0
seconds.,1,0
stupid,1,1
door,,10,13
door.,4,0
door?,1,0
on!',4,6
scream,1,1
door;,2,3
door:,1,1
saying,11,6
too.",1,1
too.',1,1
sneezing,,1,1
sneezing.,1,0
terror,,3,3
terror.,2,0
rope--Will,1,1
"Dr.,1,0
lethal,1,1
unearthed,,1,1
indoors,",1,1
abreast,1,1
lessons,4,2
apace,1,1
busy,2,2
quaint,1,1
touched,3,2
rich,4,3
Northumbria,,1,1
green,,1,1
them--and,2,2
haven't,',1,1
'no,1,1
emphatically,1,1
plate,3,3
conveniently,,1,1
lady,',1,1
terrors,2,2
listened,,1,1
pocket,2,3
reversal,1,1
altogether,2,2
window!',1,1
signature,,1,1
Soup,",1,1
'Dinah'll,0,1
men:,1,1
nicely,3,3
lower,',1,1
them;,2,2
them:,1,1
men,,2,2
men.,1,0
release,1,1
them.,3,0
them,,20,17
'I--I,1,1
Cat's,2,1
mien,,1,1
blew,2,2
fair,3,4
skulle,3,3
pleased.",1,1
be,',3,1
transferred,2,2
result,1,1
fail,3,2
nocturnal,2,2
best,5,8
us,',1,1
mishaps,,1,1
Lory,,1,3
Lory.,1,0
adventure.,1,0
sista,1,1
smittat,1,1
traced;,1,1
claws,1,1
effulgence,1,1
interrupting,2,2
nature,5,4
rolled,3,3
'Stolen!',0,1
camomile,1,1
twinkling,3,2
cards,1,1
bestämma,1,1
extent,1,1
seriously,,1,1
do!',2,3
pity,3,3
accident,2,2
described),1,1
novelty,,1,1
reported,1,1
directly;,1,1
country,2,2
pressure.,1,0
adventures,3,3
ring,,2,2
self-denying,1,1
ambition,,1,1
ambition.,1,0
sterling.,1,0
asked,19,13
directly,,1,1
Forty-two.,1,0
doubt,,4,5
vain,1,2
'until,1,1
HASTIE,0,1
money;,1,1
doubt:,1,1
Instantly,0,1
skirt,,1,1
hues,1,1
autograph.",2,2
passer-by,,1,1
slay,1,1
fro,1,2
quarrelling,2,2
apples,,1,2
startled,2,2
Hyde!",0,1
extremely--',1,1
dry,9,10
life,16,14
follow,,3,3
say?',1,1
exclamation,,1,1
so,',4,2
so,",1,1
bit.',1,1
first!',1,1
child,7,9
doth,2,1
altered,1,1
chill,2,1
Gryphon,,2,11
Gryphon.,1,0
angry.,1,0
angry,,2,2
tried.,1,0
employ,1,1
changed,",1,1
Gryphon;,1,1
holding,,1,1
rent,1,1
remembering,1,1
played,2,2
desperately:,1,1
said:,2,4
said;,3,5
death."',1,1
stiff.,1,0
locksmith,2,2
top.,1,0
'My,2,2
to-morrow,1,1
'"Miss,1,1
stiff;,1,1
said,,15,30
said.,3,0
(WITH,1,1
severity,1,1
things,19,21
passed;,1,1
finger,,1,1
dryness,1,1
passed.,1,0
omkring,1,1
passed,,1,1
'Drink,1,1
exertion,1,1
fairly,2,2
boiled,1,1
RETURNED,1,1
tops,1,1
imponerad,1,1
sea-shore--',1,1
marched,1,1
alarm;,1,1
'There's,1,5
unopened.,1,0
är,15,16
haggard,1,1
thing:,1,1
alas!,3,0
last!',1,1
replied;,2,3
replied:,2,2
damage,,1,1
cheque-book.,1,0
echoed,3,3
cheque-book,,1,1
replied,,4,5
stillness,1,2
replied.,5,0
thing.,1,0
thing,,5,4
Table,1,1
feeble,,1,1
THAT,7,6
'however,,1,1
sleepy,3,3
disguise,2,2
haste.,1,0
Jekyll--God,0,1
THAN,1,1
previous,1,1
nog,1,1
spectacles,1,1
han,2,3
ease,1,1
step,,1,1
had,141,185
school,',1,1
turer.,1,0
disparity,1,1
Hence,0,2
cart-horse,,1,1
easy,5,3
green.,1,0
one,',3,2
has,30,27
hat,2,1
one,",1,1
'allow,1,1
cupola.,1,0
'Can't,1,1
whiting?',1,1
possible,4,3
sleep;,1,1
possibly,3,3
lesson--O,1,1
birth,1,1
sleep",1,1
sleep,,1,1
shadow,2,1
occurring,1,1
desire,3,1
psychological,1,1
seaside,1,1
steps,3,5
DR.,1,0
enter,,1,1
Derision.',1,1
right,8,17
old,27,36
yourself?",1,1
crowd,4,4
people,10,11
'Don't,1,4
COULD!,1,0
crown,2,2
"will,1,1
commonplace,2,2
'three,1,1
left,,3,3
twinkle,,3,3
put.,1,0
creep,1,1
done,",1,1
fellow-creatures;,1,1
"The,1,3
”Ursäkta,0,1
for,221,126
bottom,1,1
months,3,6
plucked,2,2
fog,4,7
summoned,1,1
serpents,2,2
done,',2,2
pinched,2,2
utbryter,1,1
horror-struck.,1,0
shifting,1,1
mad?',2,2
unreality,,1,1
losing,2,2
capacious,1,1
bowing,1,1
"very,1,1
lied.",1,1
Think,0,2
shaken,2,2
First,1,2
superscribed;,1,1
"Edwin,0,1
serpent.,1,0
serpent,,2,2
gaze,1,1
serpent;,1,1
blasphemies.,1,0
despair,1,1
guilty,2,2
'And,7,13
Färgelanda,1,1
hate--C,1,1
sob,1,1
shrill,,1,2
ladder?--Why,,1,1
eagerly:,1,1
Scotland,1,1
day-school,,1,1
'--that,1,1
respectable,1,1
fan-light,,1,1
eagerly.,1,0
eagerly,,3,3
array;,1,1
despised,1,1
Guest.,1,0
Guest,,1,2
avail,1,1
go?",1,1
greatness,2,2
Guest;,0,1
happy,1,1
offer,2,2
Tramps,0,1
so,,10,11
so.,2,0
shall!',1,1
so;,2,2
hall.,1,0
hall,,8,8
humbled,1,1
else's,1,1
extremity,1,1
inside,1,1
prizes?',1,1
'That,3,6
mellan,1,1
hall:,1,1
hall;,1,1
wait,,1,1
wait.,1,0
panels,1,1
time,',5,3
passenger,1,1
later,1,1
proved,3,3
(Där,1,1
Six,0,2
killed;,1,1
happens!',1,1
proves,1,1
postmark.,1,0
accounting,1,1
civil,,1,1
floor,1,2
uttered,1,1
vanished.,1,0
deep-seated,1,1
good-nature.,1,0
wonderful;,1,1
smell,2,2
roll,2,2
exaggerate,,1,1
E,1,1
modern,,1,1
'I've,4,11
'a,2,2
rolling,1,1
handwriting;,1,1
servants,,1,1
puss,1,1
confused,,1,1
fåren,1,1
crown.,1,0
slates'll,1,1
'A,4,8
time,27,34
'O,1,1
quantity,1,2
finns,1,1
'I,67,62
'No,',1,1
now,36,50
doctor,3,11
oss,1,1
osv,1,1
crocodile,1,1
continually-impending,1,1
shock,",1,1
'Let,2,3
stay?,1,0
tea:,1,1
tea;,1,1
vet,1,1
rambling,1,1
suppressed.,1,0
crates,2,1
blood-red,1,1
tea.,1,0
tea,,1,1
solve.,1,0
cook,,1,3
pity!"?',1,1
jerk,1,1
child:,1,1
child;,1,1
choice,1,1
metamorphoses,1,1
stays,1,2
child,,1,1
foul!,1,0
minute,4,5
arm;,1,1
'Ugh!',1,1
carpenter.,1,0
Atheling,1,1
leave,4,6
'Somebody,1,1
settle,2,2
burned,3,3
prevent,1,1
spiritual,1,1
either!',1,1
too,',1,1
M,,1,1
M.,1,0
too,",2,2
sign,1,1
gratified,1,1
Why,,1,5
villainous;,1,1
Hare,),1,1
geniality,,1,1
carpet.,1,0
croquet-ground,1,1
cleanliness,1,1
petrified.,1,0
celebrated,2,2
melt,1,1
current,1,1
'he,2,2
worse;,2,2
lazily,2,2
saw.,1,0
them--all,1,1
falling,3,3
passenger.,1,0
dust,,1,1
jury,4,7
honour,2,3
funeral,1,1
test,1,1
'this,1,1
yards,1,1
address,3,3
alone,10,7
along,14,7
the--',1,1
redemption,1,1
nonsense!',2,2
dusty,1,1
studied,2,2
wherever,2,2
enterprises.,1,0
Newcomen,1,1
concealed,2,2
tasks,1,1
love,2,1
prefer,1,1
Soo--oop!,1,0
be.',1,1
science,",1,1
it,',13,4
it,",4,3
dictated,1,1
angry,2,3
it,),1,1
anatomical,1,1
sprida,1,1
cherished,1,1
tea,',3,2
wondering,6,7
Those,1,1
loving,1,1
over!',3,3
duality,2,1
Geography.,1,0
triumphantly.,1,0
triumphantly,,1,1
apparent,1,1
race-course,,1,1
odious,1,1
ignorant,1,1
virtue,2,2
blood.,1,0
cats:,1,1
'Dear,,1,1
noise,",1,1
pavilion.,1,0
anything,15,15
pretend,2,2
believed,1,1
Our,0,1
så,12,12
Dormouse!,1,0
anxiously.,1,0
gäller,1,1
mauled,1,1
locks,1,1
heard.,1,0
heard,,1,1
stole,2,2
evidently,1,1
listens,2,1
'Can,0,1
winter,3,3
buttered,1,1
divided,4,4
Who,1,6
thunder,,1,1
rose,3,4
undertook,1,1
listen,,1,1
listen.,1,0
eating-house,,1,1
"there's,2,2
'By-the-bye,,0,1
lock,,1,1
myself.,3,0
heart:,1,1
bit,',1,2
mirror,,1,1
such,36,19
mirror.,1,0
envy,,1,1
Seven.,1,0
first.',1,1
stress,1,1
natural,7,6
conscious,6,2
rude.,1,0
rude,,1,1
keep,,1,1
darkened,1,1
'Why?',1,2
so,124,104
pace,',1,1
pulled,2,2
'Oh,2,2
sternly,,1,1
footstep,1,1
'Of,3,4
below.,1,0
below,,1,1
antingen,1,1
course,4,10
quarrelled,1,1
dye,1,1
'Ou,1,1
adding,,1,1
'Or,0,1
solitary,1,1
limbs,1,1
yawning,1,1
did,,3,3
did.,1,0
troubles,1,1
dead.,1,0
dead,,3,3
didn't,',1,1
fig?',1,1
'Mary,0,1
matches,1,1
nio,2,2
experiment,,1,1
professor,,1,1
year,,1,1
overpowering,1,1
pleasure,",1,1
shudder;,1,1
"Let,1,1
shouted,9,5
Dodo,,2,3
trouble,,1,1
fully;,1,1
quarter,3,1
off?',1,1
seldom,1,1
trouble!,1,0
square,2,2
overhead;,2,2
beloved,2,2
Caucus-race?',1,1
"P.,0,0
overhead,,1,1
milk-jug,1,1
small,,2,2
"find,1,1
small.,1,0
canvas,1,1
Suppress,0,1
abide,1,1
contained,2,2
dead.",1,1
one.",1,1
eggs,,2,3
uncertainties,1,1
million,1,1
proprieties,,1,1
possibility,2,1
quite,39,50
Either,0,1
Knave,2,5
amities;,1,1
you?",2,2
you?',6,6
square,,1,1
square.,1,0
modest,1,1
protection.,1,0
night-air,1,1
impure,1,1
square;,1,2
"Changed?,0,0
neglect,1,1
emotion,1,1
figures!',1,1
spoken,1,1
clause,1,1
master.",1,1
one,77,86
mercy:,1,1
mercy;,1,1
vote,1,1
"For,0,2
open,8,14
curious!',1,1
city,4,3
'Rule,1,1
penitence,2,2
burst,2,2
"Poor,0,1
speaker,',1,1
2,2,2
'Ah,,2,2
Utter-,0,1
'Ah!,1,0
"Hyde?",0,1
"let,1,1
on.,4,0
fallen,,1,1
hand,',1,1
spoke.,3,0
spoke,,2,6
blows,,1,1
much,,3,3
much.,1,0
snatch,2,1
on:,1,2
on;,2,2
Jack-in-the-Box,1,1
gloves--that,1,1
on?,1,0
LETTER,1,1
rusty.",1,1
much;,1,1
spoke;,1,1
bit.,2,0
Seven,3,3
bit,,2,2
third,2,2
Come,0,3
penitence,,2,2
future,2,2
wandering,1,1
damned,2,2
prospect,1,1
addressing,2,2
remark.,3,0
remark,,4,4
turned,20,18
argument,4,2
sad,3,4
remark;,1,1
say,21,43
buried,2,2
lurking,1,1
saw,14,25
sat,22,20
'we,3,3
tremble;,1,1
aside,2,3
corridor.,1,0
note,5,5
take,22,22
law:,1,1
tremble.,1,0
wanting,2,2
bad,,2,2
convulsive,1,1
time.",1,1
time.',1,1
opposite,2,2
time.),1,1
knew,15,17
taste,,1,1
taste.,1,0
afternoon,,1,1
printed,1,1
remarks,1,1
knee,2,2
pages,1,1
voluntary,1,2
something;,1,1
trembles,1,1
drive,1,3
where.',1,1
managing,1,1
something,,1,1
somebody.',1,1
'without,1,1
not,,6,5
not.,2,0
salt,5,5
trembled,2,2
downward!,1,0
walking,4,6
'"What,0,1
surplus,1,1
kinsman;,1,1
JEKYLL,0,1
bright,6,8
Ska,0,2
kinsman,,1,1
nearer,,2,2
mittgångskompisar,1,1
transact,1,1
fender.,1,0
XI.,1,0
coaxing,1,1
tears,4,6
going,22,15
weeks!',1,1
equipped,1,1
dispute,2,2
'Wow!,1,0
guarded,2,2
usual,,1,1
cherry-tart,,1,1
usual.,1,0
fader,1,1
infallibly,1,1
freezing,1,1
avslutande,1,1
favour?",1,1
awaiting,1,1
månader.,1,0
hotness,1,1
where,32,21
ghastly,1,1
raged,2,2
beings,,1,1
INCIDENT,1,2
entries;,1,1
aroused,1,1
whiting.,1,0
receipt,1,1
far!",1,1
jumped,6,5
man;,5,4
teacup,2,3
affecting,1,1
man),1,1
Majesty?',1,1
man,,9,9
man.,4,0
connection.,1,0
gratefully,1,1
day!',1,1
spare,2,2
pluck,1,1
spark,1,1
suppressed,2,2
moon,,3,3
many,15,24
moon.,1,0
thickly,1,1
Hyde;,4,4
loudly,3,3
Hyde,,5,15
likes.',1,1
Hyde.,4,0
expression,3,2
'Hadn't,1,1
can't,12,24
allowance,1,1
riddle,1,1
loveliest,1,1
lane;,1,1
meal,,1,1
gissar,1,1
reading,,1,1
gaiety,2,1
minims,1,1
lane,,1,2
Pepper,1,1
able!,1,0
bidding.,1,0
quailed,1,1
raging,2,2
FORTNIGHT,1,1
differently,2,2
wants,2,2
questions.--How,1,1
repugnance,,1,1
deadliest,1,1
thousand,3,5
formed,1,1
lost.,2,0
consider;,1,1
abject,1,1
not';,1,1
former,2,2
wherewithal,1,1
thoroughfares,,1,1
"There's,0,1
porpoise?"',1,1
squeezed,1,1
day--',1,1
removed,',1,1
brow,2,3
engaged,3,3
startar,1,1
weapon.,1,0
birth,,1,1
lost:,1,1
godis.,1,0
colour,,3,3
fame,1,1
it.),2,2
veckan.,1,0
it.',8,9
Grammar,,1,1
it.",4,4
tempted,,1,1
motioned,1,1
play!",1,1
Hinner,0,1
wrappers,1,1
I,346,283
writing-desk?',1,1
railway,1,1
Owl,1,2
themselves."',1,1
impatiently,,1,1
addressed,4,4
shut;,1,1
'I--I'm,1,1
impatiently:,2,2
impatiently;,1,1
shut.,1,0
madness;,1,1
'was,,1,1
good-naturedly,,1,1
executed.',1,1
summer,2,2
being,20,25
officers,,1,1
slime,1,1
rest,2,5
disperse,1,1
snarled,1,1
face--happily,1,1
gesture;,1,1
(a,1,1
officers:,1,1
afterwards,1,1
occasional,1,2
Advice,0,1
instrument,1,1
loudly.,2,0
strange,,1,1
får,4,4
strange.,1,0
hypocrisy;,1,1
Miss,,1,2
around,2,2
lowing,1,1
Nile,1,1
dark,9,9
preference,1,1
world,3,6
Inatt,0,1
vague,1,1
dare,3,3
tremulous,1,1
posted,,1,1
first,',2,2
draggled,1,1
paused,,1,1
clay,1,1
'It,11,16
'Is,1,1
learning,2,2
explaining,1,1
bear?--Mind,1,1
'If,8,9
lobster,1,1
members.,1,0
'In,5,3
koll,1,1
Things,0,1
"but,3,2
'IT,1,1
fright.,1,0
whiskers!',1,1
temptations;,1,1
"much,1,1
'IF,0,1
countenances,1,1
origin,,1,1
refer,1,1
waited.,2,0
think,,3,4
scientific,4,6
power,6,6
retains,1,1
sprung,1,2
think!,1,0
think:,1,1
goose,,1,1
Evil,,0,1
goose!,1,0
wrong.",2,2
prepared,2,2
suppose?',1,2
stone,1,1
round,",1,1
countenance,,1,1
Pat,,1,1
act,3,2
'Change,0,1
mean,6,9
scandal.,1,0
porpoise.',1,1
cakes,,1,1
word,",1,1
commingled,1,1
burning,2,2
No,0,4
continent?,1,0
image,1,1
queer-looking,1,1
PROVES,1,1
lively,1,1
music.',2,2
agreed;,1,1
right,',3,1
Nu,0,2
worried.,1,0
right,",2,2
appeared,,4,3
her,101,146
NO,1,1
Danvers,,1,1
meals,1,1
thump!,1,0
appeared;,1,1
late,",1,1
sealed,5,5
never'),1,1
hem,2,2
kolla,1,1
departed.,1,0
Rabbit-Hole,1,1
another?,1,0
complete,1,1
child's,1,5
recovery--God,1,1
Harry,3,3
Small,0,2
mice,3,3
with,317,143
handsome,3,3
they're,9,10
rush,2,1
House,1,1
raw.',1,1
dish?,1,0
he;,1,2
do.",1,1
dispensing,1,1
he,,5,9
he.,2,0
agree,2,2
gone,11,18
footways:,1,1
fright,1,1
pity.,1,0
certain,4,12
stealing,1,1
am,9,31
an,57,92
How,3,11
as,281,100
at,231,98
av,5,5
watched,4,3
Är,0,1
tight,2,2
puppy,3,5
godkänt,,1,1
oh,,3,4
Hatter;,1,1
Hatter:,2,6
walk,,1,1
hand.",1,1
accosted,1,1
oh!,2,0
waving,5,4
Hatter.,1,0
despondency,1,1
Hatter,,1,9
accent,,1,1
fresh,3,4
velvet,1,1
unwelcome.,1,0
sobbing,2,2
tricks,2,2
acids,1,1
mask,2,3
Street,0,1
adventures.',1,1
tales,1,1
presentment,1,1
(it,4,3
consider,3,3
elements.,1,0
caused,3,3
instincts,1,1
'explanations,1,1
(if,1,1
partial,1,1
hunting,3,3
humbly:,1,1
humbly;,1,1
to,609,504
tail,2,2
pence.,1,0
gör,2,3
smile,2,3
aroused,,1,1
roadway,1,1
cause,,1,1
såra,1,1
returned,23,12
'Call,1,2
puzzled,5,3
profession.,1,0
conscience;,1,1
Soho,2,3
currants.,1,0
conscience.,2,0
'Then,5,4
loathing,,1,1
laying,3,3
joined,4,3
'They,3,8
sang,2,2
sand,1,1
sane,2,2
dusky,1,1
small,12,17
wearily.,1,0
broken?,1,0
lamplighted,1,1
(whom,1,1
disappeared,,1,1
hour,,5,5
past,3,3
high,',2,2
premature,1,1
pass,3,3
hour;,1,1
assaults,1,1
meetings,,1,1
roadway;,1,1
clock,1,2
Ma'am,,1,1
prevailed,1,1
roadway.,1,0
nurse,1,1
fractures,,1,1
contrast,1,1
full,12,7
"Only,1,1
trampling,1,1
leaping,2,2
hours,7,5
transformation,1,2
Silence,0,1
branches,,1,1
disappeared;,1,1
YET,',1,1
yourself,,1,1
yourself.,1,0
action,2,1
murdering,1,1
earnestly,,1,1
sweetness,1,1
business,',1,1
followed,10,9
vid,1,1
serpent!',1,1
newsboys,,1,1
bedside;,1,1
Black-mail,,0,1
'Well!',0,1
guess.,1,0
guess,,1,1
God;,1,1
self-love,1,1
immaterial,1,1
knit,1,1
tones.,1,0
watch.,1,0
God.,1,0
pitching,1,1
God!,1,0
under-,2,2
more,58,76
door,10,25
fear,",1,1
company,1,1
possession,1,1
beginning,',1,1
rudeness,1,1
foundations,1,1
doom,2,2
cunning,1,1
keeping,3,3
fatal,1,1
ADVENTURES,1,1
knocker,1,1
Round,1,1
'After,0,1
learn,6,8
knocked,3,3
Your,0,1
to-night--ay,,1,1
beautiful,6,6
(with,1,1
thorough,2,2
Rome,,1,1
rustled,1,1
bestial,1,1
suggestions,1,1
accept,1,1
'To,1,1
autumn,1,1
walked,,1,1
sense,8,3
station,1,1
plan,,1,1
struck.,1,0
condemn,1,1
information,1,1
disconsolate,1,1
cosily,1,1
dismissed,1,1
Jekyll,9,20
glowing,1,1
freshly,1,1
footman,3,3
'EVERYBODY,1,1
enough:,1,1
creature,7,10
affected,,1,1
carbuncles;,1,1
away.",1,1
never!,1,0
asleep--street,1,1
lördags,1,1
mended,1,1
course--"I,1,1
appealed,1,1
debility,1,1
brown,,2,2
läraren,1,1
way:--,1,1
'what,2,2
obligations;,1,1
solely,1,1
replied,22,16
'Behead,0,1
out;,3,3
incessantly,1,1
trade,1,1
Him,,1,1
paper,6,10
pang,1,1
smiling,5,4
its,45,62
roots,1,1
features,1,2
croqueted,1,1
continued,13,6
buttercup,1,1
course.,1,0
course,,3,6
truth.,1,0
truth,,2,2
between,,1,1
course;,1,2
lies,1,1
it.,21,0
it,,36,33
it),3,3
passage:,1,1
you,',6,4
"poison",1,1
it!,3,0
consign,1,1
it:,8,8
it;,12,12
glee,,1,1
köpa,2,2
passage,,4,4
laboratory,,1,1
great,,2,2
all!,1,0
all.,3,0
all,,6,9
strangling,1,1
denna,2,2
found,19,23
shocking,1,2
all;,2,2
all:,2,2
status,1,1
begged,2,2
noble,1,1
parts,,1,1
resolute,1,1
hinges.,1,0
exorbitant,1,1
ruminated,1,1
massor,1,1
quick,,2,2
really,14,15
inquired,3,4
missed,2,2
smaller,,4,3
sensation,,1,1
FENDER,,1,1
nätlock!).,1,0
Insensibly,0,1
belief,1,1
Hyde's,0,1
say!',1,1
SHE,1,1
imagine,2,2
bend,,1,1
rises,1,1
attention,,1,1
pairs,2,1
shine,1,1
woman's,1,1
sicken,1,1
sensations,1,1
sådär,2,2
testament,1,1
black,,1,1
porpoise,1,1
stair.,1,0
sure;,3,3
gazed,1,1
slipped,2,3
laughable;,1,1
Lanyon,",2,2
number,3,1
this?',1,1
contended,1,1
book-shelves;,1,1
disordered,1,1
remember.,1,0
guess,3,3
heads,4,7
suddenly,,3,3
suddenly.,1,0
heady,1,1
suddenly:,3,3
chrysalis--you,1,1
other.,1,0
executioner,,1,1
first,,5,6
first.,1,0
immediate,1,2
first;,2,2
Long,1,1
is--"Oh,,1,1
forward,,1,1
forward.,1,0
moment.",1,1
'VERY,1,1
perennial,1,1
bitter,1,1
custard,,1,1
head:,1,1
head!,1,0
head.,4,0
hot,,2,2
remembers,1,1
all!',1,1
(IF,0,1
'Beautiful,1,2
substituted,,1,1
fireside,1,1
livery,1,1
supposed,,2,2
﻿ALICE'S,0,1
for?"',1,1
sell,1,1
"Bless,1,2
Poole!",2,2
fashion,,1,1
"These,0,1
commotion,1,1
also,2,2
least--at,1,1
other:,1,2
late.',1,1
did:,1,1
understand.,2,0
play,5,7
girl,',1,1
swiftly,3,3
plan,2,2
Conqueror,,1,1
bowels,1,1
FROM,1,1
seize,1,1
sometimes,8,10
cover,2,2
barred,1,1
silver,,1,1
protege,1,1
Duchess's,1,3
dragged,1,1
little--"',1,1
know?",1,1
'Does,0,2
gold,2,2
rule:,1,1
Had,0,1
aghast,1,1
Haha...,0,0
'Up,,1,1
seated,,1,1
Har,0,2
Has,1,1
feature,,1,1
know?',2,2
pleasure;,1,1
floor;,2,2
Rabbit;,1,1
Rabbit:,1,1
failed,2,2
pleasure,,4,5
Rabbit.,1,0
Rabbit,,2,7
bidden,1,1
alive.,1,0
that;,6,6
THIS!',1,1
they'd,3,3
won't',1,1
weeks.,1,0
closely,1,1
devising,1,1
won't,,1,1
alive;,1,1
Apoteket,1,1
enemy,1,1
'Explain,1,2
cry,5,5
sir?",2,2
entering;,1,1
write,,1,1
write.,1,0
Hell,1,1
obscure,1,1
victim's,1,1
secondly,,2,1
Soo--oop,0,1
set,22,21
ser,2,1
For,8,13
skådespelare,1,1
see,28,45
hoarsely,1,1
school-companion,,1,1
sea,3,3
THAT!',1,1
harpies.,1,0
knees,1,1
spirits,3,3
to--to,1,1
topmost,1,1
know.',1,7
avoidance,1,1
JEKYLL'S,1,1
kneel,1,1
